2 0.269363
3 0.405235
4 0.405213
5 0.405230
6 0.405218
7 0.405219
8 0.405208
9 0.405316
10 0.494779
11 0.457816
12 0.574261
13 0.569591
14 0.407502
15 0.415968
16 0.528822
17 0.405219
18 0.511356
19 0.405244
20 0.405208
21 0.405202
22 0.483426
23 0.574186
24 0.574189
25 0.574156
26 0.574180
27 0.574182
28 0.574162
29 0.574156
30 0.574219
31 0.574170
32 0.574158
33 0.574184
34 0.574209
35 0.574161
36 0.574175
37 0.574183
38 0.574169
39 0.574155
40 0.574178
41 0.574166
42 0.574179
43 0.574197
44 0.574173
45 0.574142
46 0.574125
47 0.574101
48 0.574122
49 0.574130
50 0.574082
51 0.574174
52 0.574538
53 0.574133
54 0.574091
55 0.574132
56 0.574122
57 0.574108
58 0.574122
59 0.574138
60 0.574109
61 0.574105
62 0.574154
63 0.574114
64 0.574116
65 0.574102
66 0.574079
67 0.574102
68 0.574188
69 0.574176
70 0.574159
71 0.574176
72 0.574147
73 0.574118
74 0.574145
75 0.574135
76 0.574162
77 0.574100
78 0.574174
79 0.574137
80 0.574102
81 0.574103
82 0.574116
83 0.574101
84 0.574116
85 0.574119
86 0.574129
87 0.574112
88 0.574095
89 0.574118
90 0.574107
91 0.574101
92 0.574105
93 0.574079
94 0.574126
95 0.574142
96 0.574083
97 0.574130
98 0.574112
99 0.574112
