2 0.408630
3 0.405003
4 0.404987
5 0.404963
6 0.404954
7 0.404959
8 0.405013
9 0.404968
10 0.404963
11 0.404950
12 0.404972
13 0.404966
14 0.404948
15 0.404950
16 0.405005
17 0.404938
18 0.404983
19 0.404972
20 0.404955
21 0.404969
22 0.405009
23 0.404957
24 0.405025
25 0.404975
26 0.404962
27 0.404981
28 0.404981
29 0.405007
30 0.404958
31 0.404973
32 0.404967
33 0.404956
34 0.404948
35 0.405036
36 0.404980
37 0.404949
38 0.404967
39 0.404961
40 0.404991
41 0.404934
42 0.404924
43 0.404922
44 0.404985
45 0.404963
46 0.404978
47 0.404980
48 0.404970
49 0.404981
50 0.404962
51 0.404975
52 0.404981
53 0.404982
54 0.405004
55 0.404952
56 0.404966
57 0.404934
58 0.404974
59 0.540540
60 0.573785
61 0.573823
62 0.573760
63 0.573814
64 0.573780
65 0.573779
66 0.573788
67 0.573845
68 0.573774
69 0.573798
70 0.573792
71 0.573771
72 0.573765
73 0.573789
74 0.573777
75 0.573750
76 0.573777
77 0.573802
78 0.573769
79 0.573788
80 0.573817
81 0.573789
82 0.573805
83 0.573769
84 0.573819
85 0.573766
86 0.573773
87 0.573765
88 0.573799
89 0.573768
90 0.573766
91 0.573770
92 0.573781
93 0.573783
94 0.573757
95 0.573812
96 0.512294
97 0.573789
98 0.573738
99 0.573802
