7 0.002095
2 0.002102
3 0.046943
4 0.040881
5 0.040908
6 0.040889
7 0.040897
8 0.040903
9 0.040921
10 0.040920
11 0.040918
12 0.040928
13 0.040925
14 0.040937
15 0.040928
16 0.040931
17 0.040933
18 0.040944
19 0.040930
20 0.040928
21 0.040932
22 0.040940
23 0.040930
24 0.040933
25 0.041006
26 0.040953
27 0.040993
28 0.040938
29 0.040925
30 0.040944
31 0.041042
32 0.040951
33 0.040962
34 0.040953
35 0.040950
36 0.040959
37 0.040953
38 0.040950
39 0.040955
40 0.040952
41 0.040947
42 0.040950
43 0.040971
44 0.040955
45 0.040948
46 0.040951
47 0.047922
48 0.058039
49 0.058028
50 0.058035
51 0.058032
52 0.058054
53 0.058142
54 0.048099
55 0.041000
56 0.045221
57 0.058059
58 0.058046
59 0.041397
60 0.040976
61 0.043287
62 0.041039
63 0.040972
64 0.040960
65 0.040950
66 0.043387
67 0.040965
68 0.040964
69 0.040958
70 0.040959
71 0.040956
72 0.040956
73 0.040957
74 0.040957
75 0.040967
76 0.040977
77 0.041014
78 0.040961
79 0.041007
80 0.040986
81 0.041004
82 0.040996
83 0.056276
84 0.058056
85 0.058062
86 0.058095
87 0.058135
88 0.058083
89 0.058092
90 0.058081
91 0.058093
92 0.058043
93 0.058053
94 0.058060
95 0.058059
96 0.058075
97 0.058070
98 0.058075
99 0.058064
