2 0.075156
3 0.039726
4 0.030825
5 0.026381
6 0.023684
7 0.021834
8 0.020448
9 0.019385
10 0.018536
11 0.017861
12 0.017331
13 0.016920
14 0.016645
15 0.016500
16 0.016539
17 0.016812
18 0.017448
19 0.018652
20 0.020699
21 0.023822
22 0.028275
23 0.034164
24 0.041442
25 0.049830
26 0.058921
27 0.068154
28 0.077339
29 0.085680
30 0.093226
31 0.099856
32 0.105421
33 0.109956
34 0.113462
35 0.116176
36 0.118062
37 0.119450
38 0.120428
39 0.121120
40 0.121453
41 0.121694
42 0.121878
43 0.121950
44 0.121983
45 0.122018
46 0.122014
47 0.121932
48 0.122062
49 0.122070
50 0.122046
51 0.122043
52 0.122094
53 0.122153
54 0.122154
55 0.122177
56 0.122224
57 0.122257
58 0.122307
59 0.122285
60 0.122307
61 0.122379
62 0.122414
63 0.122362
64 0.122431
65 0.122481
66 0.122442
67 0.122469
68 0.122584
69 0.122619
70 0.122457
71 0.122556
72 0.122527
73 0.122571
74 0.122632
75 0.122633
76 0.122636
77 0.122682
78 0.122655
79 0.122702
80 0.122749
81 0.122800
82 0.122784
83 0.122830
84 0.122870
85 0.122877
86 0.122923
87 0.122884
88 0.122993
89 0.122984
90 0.122955
91 0.123005
92 0.123071
93 0.123098
94 0.123101
95 0.123166
96 0.123120
97 0.123218
98 0.123151
99 0.123189
